rank_data,rank_vibes,player,team,opponent,is_home,proj,proj_vibes,floor,median,ceiling,p_top12,note_data,note_vibes
1,3,Josh Allen,BUF,DET,1,20.788,19.017,13.868,21.035,29.593,0.656,"Highest implied total (29.0) against a mid-pack pass defense last year. They rank 9th of 32 against the pass in week 1. Projected 29 attempts for 223 yards, plus 6.5 carries of his own, 0.6 goal-line rush. Last week he had 29 attempts, 6 carries and 100% of the snaps. Range 14-30 around a median of 21, 66% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.",Thirty five points and two rushing scores. Nobody is scoring more ways than Josh Allen right now. Detroit can score with Buffalo which is exactly what you want.
2,7,Caleb Williams,CHI,MIN,1,19.75,17.485,13.675,20.185,29.995,0.562,"5th-highest implied total (27.0) against a top-2 pass defense by EPA last year. They rank 26th of 32 against the pass in week 1. Projected 31 attempts for 217 yards, plus 7.3 carries of his own. Last week he had 29 attempts, 10 carries and 100% of the snaps. Range 14-30 around a median of 20, 56% shot at a top-12 week.",Thirty seven points and he did it with his legs. Ten carries for a quarterback is startling usage and Minnesota just lost their starter. This is the week he goes from fun to must start.
3,16,Patrick Mahomes,KC,IND,1,19.017,15.505,12.316,19.303,28.012,0.573,"5th-highest implied total (27.0) against a mid-pack pass defense last year. They rank 31st of 32 against the pass in week 1. Projected 31 attempts for 224 yards, plus 5.8 carries of his own. Last week he had 27 attempts, 7 carries and 100% of the snaps. Range 12-28 around a median of 19, 57% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.","Everyone wants to be out on Mahomes and I understand why, but Indianapolis has given up more through the air than almost anyone. He ran one in last week too. Buying the bounce back."
4,1,Lamar Jackson,BAL,NO,1,18.629,20.788,10.256,18.306,29.947,0.515,"4th-highest implied total (27.5) against the 12th-best pass defense by EPA last year. They rank 19th of 32 against the pass in week 1. Projected 24 attempts for 191 yards, plus 6.1 carries of his own. Last week he had 25 attempts, 7 carries and 100% of the snaps. Range 10-30 around a median of 18, 52% shot at a top-12 week. New HC.",Lamar picked up where he left off and the Saints secondary is nothing to be scared of. He runs when he wants to and that is the whole ballgame at this position. Still QB1.
5,15,Brock Purdy,SF,MIA,1,18.222,15.913,13.174,18.009,26.295,0.51,"Highest implied total (29.0) against 6th-worst pass defense by EPA last year. They rank 30th of 32 against the pass in week 1. Projected 33 attempts for 242 yards, plus 4.3 carries of his own. Last week he had 34 attempts, 5 carries and 100% of the snaps. Range 13-26 around a median of 18, 51% shot at a top-12 week.",Three touchdowns and he moved around well. Miami cannot get a stop and the Niners are at home. Streamers should be all over this one.
6,8,Justin Herbert,LAC,LV,1,17.731,17.425,12.347,17.894,27.669,0.453,"25.2-point implied total against 10th-worst pass defense by EPA last year. They rank 23rd of 32 against the pass in week 1. Projected 30 attempts for 213 yards, plus 5.1 carries of his own. Last week he had 27 attempts, 5 carries and 100% of the snaps. Range 12-28 around a median of 18, 45% shot at a top-12 week.",Quiet opener against Arizona and an interception on top. The talent is not in question but the Raiders will keep this one low scoring. I am fading a little until the offense finds its rhythm.
7,2,Jalen Hurts,PHI,TEN,0,17.485,19.75,11.44,17.363,26.738,0.476,"23.2-point implied total against 4th-worst pass defense by EPA last year. They rank 28th of 32 against the pass in week 1. Projected 27 attempts for 189 yards, plus 6.8 carries of his own, 0.5 goal-line rushes. Last week he had 25 attempts, 7 carries and 100% of the snaps. Range 11-27 around a median of 17, 48% shot at a top-12 week.",Three touchdowns in week one and now he gets a Titans defense that could not stop anyone through the air. The tush push is still the best goalline play in football. Start him everywhere.
8,10,Drake Maye,NE,PIT,1,17.425,16.953,12.272,17.943,25.956,0.45,"23.5-point implied total against a mid-pack pass defense last year. They rank 3rd of 32 against the pass in week 1. Projected 31 attempts for 261 yards, plus 6.5 carries of his own. Last week he had 33 attempts, 7 carries and 100% of the snaps. Range 12-26 around a median of 18, 45% shot at a top-12 week.",Three picks in the opener is not what you want to see. He ran seven times though and that keeps the floor up. Pittsburgh is a real defense so temper it this week.
9,14,Baker Mayfield,TB,CLE,1,17.012,16.397,11.764,17.726,26.059,0.454,"24.5-point implied total against a top-4 pass defense by EPA last year. They rank 32nd of 32 against the pass in week 1. Projected 30 attempts for 205 yards, plus 4.1 carries of his own. Last week he had 28 attempts, 5 carries and 100% of the snaps. Range 12-26 around a median of 18, 45% shot at a top-12 week.",No passing touchdowns and he still put up seventeen because he ran one in. Cleveland has been the softest pass defense in the league so far. Revenge game narrative and a real matchup.
10,11,Jayden Daniels,WAS,DAL,0,16.953,16.928,11.007,16.832,26.031,0.433,"23.5-point implied total against 2nd-worst pass defense by EPA last year. They rank 29th of 32 against the pass in week 1. Projected 30 attempts for 209 yards, plus 6.6 carries of his own. Last week he had 34 attempts, 5 carries and 100% of the snaps. Range 11-26 around a median of 17, 43% shot at a top-12 week.",The legs are always there and Dallas cannot cover anybody. Divisional road game keeps it interesting but the rushing floor makes him startable every week.
11,5,Dak Prescott,DAL,WAS,1,16.928,18.222,10.79,16.688,26.465,0.416,"5th-highest implied total (27.0) against 3rd-worst pass defense by EPA last year. They rank 18th of 32 against the pass in week 1. Projected 35 attempts for 258 yards, 2.6 carries of his own. Last week he had 34 attempts, 2 carries and 100% of the snaps. Range 11-26 around a median of 17, 42% shot at a top-12 week.",Two scores in a quiet week and now a division game at home. Dak throws it a lot when the Cowboys are behind and the Cowboys are usually behind. Safe floor.
12,12,Jaxson Dart,NYG,LA,0,16.686,16.686,9.376,15.736,27.994,0.424,"20.8-point implied total against the 10th-best pass defense by EPA last year. They rank 20th of 32 against the pass in week 1. Projected 27 attempts for 181 yards, plus 8.6 carries of his own. Last week he had 29 attempts, 11 carries and 100% of the snaps. Range 9-28 around a median of 16, 42% shot at a top-12 week. New HC.",Eleven carries and three touchdowns from a rookie. Nobody saw that coming and I am not going to pretend I did. The Rams are middling against the pass and he is worth the ride.
13,13,Matthew Stafford,LA,NYG,1,16.408,16.408,10.59,16.357,25.924,0.38,"3rd-highest implied total (27.8) against a mid-pack pass defense last year. They rank 15th of 32 against the pass in week 1. Projected 30 attempts for 231 yards. Last week he had 25 attempts, 2 carries and 84% of the snaps. Range 11-26 around a median of 16, 38% shot at a top-12 week.","Four points. That is the whole story. He gets the Giants at home which should fix it, but the arm looked tired and I am not paying up."
14,17,Bo Nix,DEN,JAX,1,16.397,15.415,10.236,16.371,25.931,0.393,"23.0-point implied total against a top-3 pass defense by EPA last year. They rank 1st of 32 against the pass in week 1. Projected 32 attempts for 210 yards, 3.9 carries of his own. Last week he had 28 attempts, 3 carries and 100% of the snaps. Range 10-26 around a median of 16, 39% shot at a top-12 week.",Seven points and now he draws the best pass defense on the slate. I like Nix long term but this is a week to look elsewhere.
15,9,Jared Goff,DET,BUF,0,15.913,17.012,10.064,16.894,23.364,0.378,"24.5-point implied total against the 7th-best pass defense by EPA last year. They rank 17th of 32 against the pass in week 1. Projected 36 attempts for 281 yards. Last week he had 39 attempts, 2 carries and 100% of the snaps. Range 10-23 around a median of 17, 38% shot at a top-12 week. Safer than his projection reads: more of his weeks land near the top of that range than the bottom.","Goff in a shootout in Buffalo is a fine place to be. He will not run for anything so he needs the touchdowns to come, and in this game they should."
16,24,C.J. Stroud,HOU,CIN,1,15.505,13.807,9.435,15.838,25.275,0.338,"24.5-point implied total against 5th-worst pass defense by EPA last year. They rank 2nd of 32 against the pass in week 1. Projected 34 attempts for 244 yards, 2.7 carries of his own. Last week he had 38 attempts, 2 carries and 100% of the snaps. Range 9-25 around a median of 16, 34% shot at a top-12 week.",Two scores and a clean sheet on turnovers. Cincinnati coming to town is a track meet waiting to happen. He is underranked here and I know it.
17,19,Jordan Love,GB,NYJ,0,15.415,14.698,9.504,15.718,24.786,0.325,"24.5-point implied total against the worst pass defense in the league by EPA last year. They rank 5th of 32 against the pass in week 1. Projected 36 attempts for 267 yards, 2.1 carries of his own. Last week he had 42 attempts, 1 carry and 100% of the snaps. Range 10-25 around a median of 16, 32% shot at a top-12 week.",Three hundred and eighty seven yards and it barely felt like a good game. The Jets defense has been stingy but Love is seeing the field well. Fine QB2.
18,4,Joe Burrow,CIN,HOU,0,15.173,18.629,8.404,14.547,25.391,0.35,"22.0-point implied total against the best pass defense in the league by EPA last year. They rank 27th of 32 against the pass in week 1. Projected 34 attempts for 236 yards, 3.4 carries of his own. Last week he had 35 attempts, 5 carries and 100% of the snaps. Range 8-25 around a median of 15, 35% shot at a top-12 week.","The back is the worry, not the matchup. Houston got shredded in week one and Joe will feast if he is upright. Watch the reports Saturday night and have a backup ready."
19,23,Bryce Young,CAR,ATL,0,14.698,13.843,9.401,14.72,24.143,0.277,"23.0-point implied total against a mid-pack pass defense last year. They rank 7th of 32 against the pass in week 1. Projected 33 attempts for 217 yards, 2.7 carries of his own. Last week he had 37 attempts, 2 carries and 90% of the snaps. Range 9-24 around a median of 15, 28% shot at a top-12 week.",Three hundred and sixty one yards and four total scores. I did not have Bryce Young on my bingo card but the arrow is pointing up. Atlanta is a fine spot to do it again.
20,28,Geno Smith,NYJ,GB,1,14.058,12.727,7.301,13.321,22.894,0.333,"20.0-point implied total against 11th-worst pass defense by EPA last year. They rank 6th of 32 against the pass in week 1. Projected 27 attempts for 184 yards, plus 4.4 carries of his own. Last week he had 24 attempts, 6 carries and 100% of the snaps. Range 7-23 around a median of 13, 33% shot at a top-12 week. New team.",No touchdowns and the Jets offense looked stuck. Green Bay is not the week that fixes it.
